#KEY	Filter on data 192: Filtered BAM	Filter on data 184: Filtered BAM	Filter on data 182: Filtered BAM	Filter on data 194: Filtered BAM	Filter on data 188: Filtered BAM	Filter on data 196: Filtered BAM	Filter on data 190: Filtered BAM	Filter on data 186: Filtered BAM
TU1	16	17	20	25	24	12	9	14
TU10	45	56	47	67	66	54	36	36
TU100	144	186	129	132	165	155	106	102
TU1000	265	87	351	611	479	106	119	111
TU1001	0	5	0	1	0	0	0	4
TU1002	11806	13424	15054	9761	11131	13004	11036	11445
TU1003	258	220	316	292	280	168	193	187
TU1004	636	461	539	412	526	336	497	428
TU1005	61	76	63	42	53	82	52	25
TU1006	390	419	508	456	410	477	286	269
TU1007	284	226	256	202	254	115	224	167
TU1008	1381	1869	1672	1321	1537	1628	1143	927
TU1009	1044	671	1028	750	773	492	512	547
TU101	4	5	4	6	10	0	2	5
TU1010	740	731	916	552	755	660	586	504
TU1011	52	38	69	40	57	34	34	36
TU1012	34	41	47	22	43	9	22	9
TU1013	366	333	385	289	427	277	240	229
TU1014	1108	1146	1209	1065	1028	674	611	655
TU1015	1174	958	1140	965	1175	744	716	734
TU1016	294	270	405	332	477	244	212	181
TU1017	7	6	14	14	16	3	0	6
TU1018	344	238	288	283	326	156	133	172
TU1019	81	61	100	107	120	27	57	50
TU102	78	113	118	75	75	92	68	75
TU1020	46	27	35	28	52	16	26	22
TU1021	24	9	23	20	23	8	8	18
TU1022	184	80	156	163	148	75	106	119
TU1023	2651	2325	4412	4205	3881	4099	4046	3115
TU1024	61	48	63	44	44	27	67	45
TU1025	16	14	29	28	24	10	29	24
TU1026	143	148	213	172	265	121	88	84
TU1027	418	248	437	336	403	263	328	300
TU1028	51	54	54	66	62	57	58	41
TU1029	213	199	277	269	303	226	189	177
TU103	335	341	398	258	281	383	282	262
TU1030	2446	1912	2968	2281	2396	1979	1426	1251
TU1031	1509	1883	1738	1455	1555	2049	1281	1070
TU1032	109	98	121	96	107	126	96	65
TU1033	1295	1225	1555	1188	1466	836	928	886
TU1034	1091	610	1088	820	931	356	648	583
TU1035	4010	4064	3845	4039	4813	3399	3576	3397
TU1036	534	499	622	600	728	385	392	330
TU1037	811	766	1058	650	723	698	504	670
TU1038	257	291	297	164	223	272	394	232
TU1039	53	31	41	36	41	32	24	16
TU104	475	379	534	444	437	281	282	250
TU1040	50	29	49	35	57	16	23	18
TU1041	3075	2262	3854	3835	4673	2332	1825	1811
TU1042	741	651	642	521	627	468	490	498
TU1043	1661	1202	2090	1664	2080	971	1173	997
TU1044	77	57	91	75	71	33	66	40
TU1045	190	110	168	162	149	93	121	82
TU1046	46	25	45	35	50	29	30	20
TU1047	505	471	534	563	535	398	282	292
TU1048	192	238	252	164	215	273	132	121
TU1049	357	257	384	366	443	248	211	198
TU105	1098	836	1104	1016	1178	732	744	707
TU1050	180	230	259	182	249	164	141	107
TU1051	768	604	818	753	869	545	489	478
TU1052	186	225	251	168	194	241	155	131
TU1053	400	360	437	380	482	296	291	260
TU1054	0	0	1	1	1	0	1	0
TU1055	5665	4550	6586	4466	5676	4706	4691	4367
TU1056	277	288	345	229	370	188	192	139
TU1057	1719	1081	1440	1091	1675	551	1082	1043
TU1058	21	24	36	27	36	32	23	33
TU1059	73	60	80	66	68	49	71	54
TU106	9	11	34	13	24	17	19	14
TU1060	1294	1186	1407	1189	1436	892	855	654
TU1061	42	35	58	29	39	21	53	41
TU1062	140	174	174	131	148	168	168	115
TU1063	356	318	269	231	268	244	323	268
TU1064	68	42	93	45	69	62	65	76
TU1065	51	55	49	30	40	57	37	37
TU1066	642	555	660	450	513	448	403	364
TU1067	1042	1105	1118	943	1121	865	890	758
TU1068	31	31	38	29	34	13	34	27
TU1069	479	459	425	371	492	250	353	310
TU107	3699	3379	4149	3324	3282	3428	2729	2224
TU1070	6868	5152	4645	3085	4911	6034	6468	5268
TU1071	187	210	221	171	195	254	171	149
TU1072	105	95	82	84	79	87	71	74
TU1073	3	5	6	2	6	8	8	3
TU1074	260	268	342	272	341	231	250	201
TU1075	70	55	76	60	109	37	57	32
TU1076	48	59	36	38	43	29	36	28
TU1077	154	93	147	148	167	30	75	64
TU1078	3988	3924	4304	4497	4026	3122	3504	3076
TU1079	118	109	159	112	170	71	117	101
TU108	1004	922	999	1026	1112	793	816	622
TU1080	58	46	99	65	64	50	43	63
TU1081	634	416	729	680	938	326	398	339
TU1082	40	25	25	39	38	11	15	28
TU1083	860	731	1194	1028	977	986	621	536
TU1084	2946	3724	2127	1448	1433	5269	8249	4220
TU1085	139	89	139	114	126	58	35	44
TU1086	214	379	284	137	198	387	230	177
TU1087	107	170	157	121	189	199	83	83
TU1088	56	84	47	78	107	61	60	41
TU1089	3246	3708	2784	2978	3470	2825	3331	3014
TU109	56	65	81	37	51	43	42	46
TU1090	68	42	43	46	47	49	49	29
TU1091	4501	4355	3121	3015	3784	2601	4252	3656
TU1092	1948	1461	2148	1741	1998	1509	1344	1302
TU1093	41	73	50	51	49	47	44	40
TU1094	574	372	645	465	557	493	358	343
TU1095	555	407	548	496	602	403	376	341
TU1096	19	12	19	17	16	19	21	12
TU1097	30	20	58	16	32	14	9	18
TU1098	179	155	215	167	175	124	141	180
TU1099	23	18	25	23	17	18	28	26
TU11	0	2	2	2	0	0	2	0
TU110	328	190	289	283	328	169	219	218
TU1100	523	621	487	405	556	666	923	616
TU1101	835	1110	672	693	814	588	945	820
TU1102	29	29	37	30	60	27	25	31
TU1103	13	18	9	16	8	17	20	6
TU1104	35	42	81	43	77	20	43	35
TU1105	851	662	1072	604	660	714	920	632
TU1106	57	104	57	63	87	57	39	57
TU1107	44	69	58	24	30	42	34	29
TU1108	1739	1461	1634	2062	1845	964	1458	1198
TU1109	31	30	59	64	46	36	34	29
TU111	139	116	108	149	167	115	124	131
TU1110	1281	1091	1298	1021	1274	831	1411	960
TU1111	961	842	915	862	1018	630	683	576
TU1112	65	54	45	53	81	41	38	52
TU1113	530	434	442	495	586	246	290	291
TU1114	11	11	18	11	16	6	3	7
TU1115	38	36	59	46	48	19	31	39
TU1116	65	55	58	54	62	25	33	38
TU1117	55	49	69	56	70	44	35	23
TU1118	136	96	153	110	110	92	124	71
TU1119	280	345	360	256	218	302	248	178
TU112	1327	1107	1424	1215	1466	1006	963	872
TU1120	1077	651	1024	1091	1169	475	803	741
TU1121	138	93	170	78	142	81	125	122
TU1122	229	227	256	250	235	218	156	119
TU1123	40	30	36	27	31	59	25	20
TU1124	151	105	118	166	189	85	111	99
TU1125	8853	7821	9968	7075	6868	5422	6778	5811
TU1126	98	52	82	69	126	42	55	47
TU1127	49	35	44	39	25	38	36	24
TU1128	2	4	3	4	4	3	2	2
TU1129	3373	3528	3197	3442	3397	3187	2354	1986
TU113	7740	6663	5779	4380	5638	6982	7479	6453
TU1130	0	1	2	2	2	0	1	0
TU1131	1861	1751	2202	1841	2111	1460	1197	1100
TU1132	114	119	146	115	137	85	91	106
TU1133	156	106	155	115	158	49	98	111
TU1134	348	336	477	395	518	299	182	195
TU1135	830	642	1060	799	864	510	552	514
TU1136	289	249	294	273	317	319	280	327
TU1137	91	60	94	85	95	58	80	69
TU1138	6	5	13	9	17	5	15	4
TU1139	3871	3298	4532	3718	4348	3387	3007	2645
TU114	744	740	875	822	925	702	531	448
TU1140	795	678	807	646	826	504	662	571
TU1141	2666	2399	2743	1779	2181	4413	4106	3745
TU1142	33	21	12	20	36	11	21	13
TU1143	78	62	79	80	79	78	88	37
TU1144	3178	3791	3526	2662	3010	10226	7753	5876
TU1145	716	497	669	505	648	416	546	455
TU1146	1	0	0	0	0	0	0	0
TU1147	40	19	24	38	54	22	25	19
TU1148	622	493	532	410	524	429	683	500
TU1149	73	56	58	55	54	47	68	26
TU115	284	272	364	255	275	247	213	180
TU1150	1353	1136	1342	1524	1751	1630	1586	1428
TU1151	233	240	239	205	230	306	224	161
TU1152	775	661	758	635	798	452	696	485
TU1153	2963	2396	2918	2982	3761	1869	2391	2311
TU1154	32	36	46	24	64	17	12	13
TU1155	1966	1155	1645	1819	2283	1049	1195	1244
TU1156	54	57	87	55	71	80	67	70
TU1157	266	266	353	283	311	276	221	197
TU1158	217	81	149	79	169	102	123	92
TU1159	948	1057	1508	841	1033	1257	918	874
TU116	478	427	590	453	471	352	341	321
TU1160	158	109	157	134	170	72	115	100
TU1161	624	543	640	621	665	398	655	550
TU1162	81	86	104	77	98	61	128	64
TU1163	405	329	276	288	336	359	291	182
TU1164	61	54	75	47	52	45	40	36
TU1165	105	83	135	106	92	113	62	61
TU1166	96	78	106	101	107	52	46	37
TU1167	365	422	445	402	454	415	361	286
TU1168	24	5	5	10	16	8	16	10
TU1169	1	6	2	3	6	0	1	3
TU117	75	53	46	65	65	43	66	35
TU1170	42473	26987	38486	32806	39212	23327	31044	27921
TU1171	1226	1315	1443	1087	1373	1094	957	753
TU1172	69	34	50	36	31	39	40	24
TU1173	80	70	87	75	183	78	54	53
TU1174	707	750	797	566	741	581	259	348
TU1175	87	76	131	128	160	42	66	56
TU1176	2695	1538	5105	6008	4781	3297	2303	1998
TU1177	22	13	58	18	46	24	21	24
TU1178	14	16	15	19	15	38	12	16
TU1179	104	88	121	108	108	133	67	64
TU118	119	106	140	141	146	95	102	84
TU1180	597	334	461	316	320	459	482	359
TU1181	63	47	56	48	47	36	46	49
TU1182	886	740	1022	1129	1112	821	791	768
TU1183	1114	841	1370	1071	1053	1161	613	750
TU1184	2027	1894	2512	1871	2512	2255	1858	1892
TU1185	283	277	383	338	301	308	236	248
TU1186	32	16	54	33	33	16	33	31
TU1187	336	353	295	383	357	572	766	747
TU1188	3325	2475	3099	3169	3560	2239	4015	3513
TU1189	1	5	8	3	12	1	9	3
TU119	5961	5880	6231	5515	6392	5733	5035	3974
TU1190	3	9	1	6	5	8	11	12
TU1191	438	358	421	450	413	301	361	308
TU1192	32	35	49	32	48	49	19	17
TU1193	703	623	673	730	755	441	505	457
TU1194	50	41	53	40	61	33	34	45
TU1195	321	332	393	278	416	313	218	166
TU1196	5772	7555	4186	4064	5356	5933	9166	6858
TU1197	9	19	5	14	10	8	5	4
TU1198	82	58	69	48	68	35	109	47
TU1199	14	16	8	12	9	10	11	12
TU12	107	82	97	91	61	44	69	105
TU120	309	145	266	178	238	201	285	256
TU1200	6673	7182	6794	7651	7828	4883	5063	4522
TU1201	98	76	107	101	98	118	108	87
TU1202	80	78	63	46	69	52	44	37
TU1203	5980	5806	6323	3707	3705	5820	5228	5087
TU1204	687	581	786	911	820	771	635	521
TU1205	127	178	113	82	107	154	41	61
TU1206	70	58	52	55	73	41	49	52
TU1207	33	45	45	47	43	39	37	27
TU1208	77	34	117	83	81	26	55	74
TU1209	36	24	31	52	47	29	18	12
TU121	266	176	241	63	93	295	339	183
TU1210	17	5	8	16	15	2	3	4
TU1211	38	50	59	58	54	22	39	29
TU1212	83	110	100	96	89	57	85	75
TU1213	47	49	60	40	44	38	44	24
TU1214	25	24	23	15	25	5	14	18
TU1215	78	63	65	57	92	58	60	62
TU1216	298	187	265	188	291	112	143	148
TU1217	56	84	53	38	39	29	42	36
TU1218	5	0	3	3	3	1	2	1
TU1219	183	141	210	139	156	181	141	127
TU122	480	485	545	637	667	474	489	423
TU1220	314	269	229	270	332	181	226	217
TU1221	82	44	84	62	88	40	33	65
TU1222	21	12	13	7	36	10	27	19
TU1223	2259	2125	2621	2327	2376	2240	2306	2290
TU1224	2003	2043	1757	1955	2330	2948	3296	3018
TU1225	24	20	22	30	27	19	22	34
TU1226	6	11	22	12	7	7	19	7
TU1227	4886	4202	4771	4462	5716	6401	6114	5575
TU1228	39	31	40	18	25	29	27	18
TU1229	17	12	4	5	4	17	17	8
TU123	1248	865	1280	989	1508	392	764	601
TU1230	22	11	27	43	48	31	22	28
TU1231	95	84	179	95	161	70	88	69
TU1232	180	104	136	210	285	146	206	159
TU1233	591	457	567	518	615	404	423	472
TU1234	6	9	17	18	9	13	18	10
TU1235	521	425	488	322	418	600	381	327
TU1236	173	132	218	190	202	150	105	104
TU1237	955	705	1131	756	948	1012	761	639
TU1238	26	7	22	28	22	5	28	14
TU1239	131	128	175	136	153	200	125	107
TU124	304	257	275	236	261	177	305	185
TU1240	28	44	66	43	47	31	28	19
TU1241	39	46	48	41	41	61	38	43
TU1242	658	497	517	583	577	376	575	457
TU1243	258	284	282	205	268	197	226	169
TU1244	1586	1513	1008	1101	1476	810	1767	1426
TU1245	362	318	339	317	369	215	333	320
TU1246	545	403	557	561	634	315	420	421
TU1247	77	56	60	56	76	25	55	45
TU1248	193	136	159	219	304	141	139	126
TU1249	1613	1541	2040	1778	1758	1808	1156	1043
TU125	119	116	155	104	118	120	107	74
TU1250	37	16	41	26	27	11	31	31
TU1251	50	46	69	50	60	20	51	39
TU1252	91	96	104	103	131	76	58	44
TU1253	285	289	437	389	446	288	311	248
TU1254	217	165	214	223	282	213	129	121
TU1255	115	85	124	107	158	106	67	53
TU1256	170	161	164	181	237	112	120	91
TU1257	811	739	888	828	836	721	549	500
TU1258	1467	1101	1329	1437	1631	744	890	769
TU1259	42	31	23	25	44	16	16	24
TU126	2697	2372	2815	2688	3347	1865	1996	1689
TU1260	2168	1493	2465	2173	2680	1417	2216	1725
TU1261	208	214	238	179	187	193	217	154
TU1262	565	532	533	518	677	577	480	452
TU1263	359	474	421	312	341	530	378	393
TU1264	528	540	560	293	438	627	415	476
TU1265	434	223	385	350	500	129	259	282
TU1266	87	69	78	87	98	35	47	70
TU1267	491	489	565	356	433	888	566	447
TU1268	2498	1628	2157	1877	2065	1505	1774	1706
TU1269	1241	759	1952	1972	1778	988	799	657
TU127	516	409	457	566	615	347	361	359
TU1270	239	131	242	123	118	123	183	135
TU1271	1093	1150	1222	1146	1370	816	799	697
TU1272	1141	886	1396	961	973	738	694	738
TU1273	12059	10450	13582	9190	10912	10147	8183	7784
TU1274	307	218	293	285	440	121	242	241
TU1275	212	167	259	246	275	204	135	151
TU1276	18287	14955	20069	14058	17008	16878	20104	20171
TU1277	1131	1389	1365	959	936	1194	1002	799
TU1278	9	12	15	23	25	18	9	6
TU1279	76	80	105	80	121	72	79	61
TU128	460	343	507	392	476	402	314	303
TU1280	40	23	34	20	42	10	17	32
TU1281	2029	1610	1989	1640	1876	1259	1285	1175
TU1282	94	88	108	93	105	57	52	42
TU1283	15	24	22	17	25	12	17	19
TU1284	82	63	73	58	71	97	49	32
TU1285	110	96	163	124	134	103	75	77
TU1286	593	583	704	587	523	531	650	413
TU1287	22	18	19	25	32	9	13	16
TU1288	2222	1763	2420	2556	2732	1550	1658	1429
TU1289	197	119	187	83	73	126	119	87
TU129	282	202	275	156	177	195	301	295
TU1290	4	12	10	6	5	21	11	20
TU1291	834	658	865	797	911	531	406	388
TU1292	65	64	117	57	56	39	55	34
TU1293	42	31	55	33	38	31	31	41
TU1294	13	15	23	14	27	14	15	6
TU1295	1380	1366	1374	1268	1403	2761	2316	1929
TU1296	526	402	529	617	762	345	360	380
TU1297	1138	996	1212	1318	1380	835	717	668
TU1298	9806	8605	9761	7181	8274	7641	6819	6669
TU1299	125	148	149	131	127	144	84	74
TU13	123394	97760	116756	100138	79742	50138	89831	72366
TU130	624	731	388	330	556	596	632	468
TU1300	367	502	527	344	401	607	345	334
TU1301	28	8	16	12	20	19	13	17
TU1302	136	131	191	152	177	118	91	96
TU1303	106	103	180	111	157	77	104	75
TU1304	114	99	126	81	94	133	88	100
TU1305	148	87	132	102	110	44	96	109
TU1306	415	318	400	402	447	253	229	248
TU1307	651	495	769	571	720	396	357	328
TU1308	1532	1419	1681	1731	1965	1069	958	896
TU1309	62	33	50	52	60	34	41	28
TU131	35	24	28	32	26	19	21	35
TU1310	951	866	1331	1064	1261	828	596	633
TU1311	129	156	170	80	92	101	110	83
TU1312	425	470	483	416	431	317	223	208
TU1313	140	109	147	101	141	86	124	131
TU1314	1085	1189	1260	986	1306	1101	874	895
TU1315	1900	1429	2134	1565	1706	1462	1688	1465
TU1316	150	91	180	105	128	73	78	85
TU1317	1831	1433	1895	1553	1659	1019	1296	1281
TU1318	599	517	680	567	614	473	325	352
TU1319	2868	2579	2453	2016	2367	1904	1640	1575
TU132	52	58	49	40	69	36	35	28
TU1320	18	40	63	15	15	16	14	16
TU1321	629	554	629	442	489	612	483	421
TU1322	385	334	455	438	475	434	399	341
TU1323	25	20	20	24	30	12	15	17
TU1324	609	531	737	652	636	612	534	449
TU1325	264	202	203	180	189	175	206	146
TU1326	375	399	353	366	382	411	348	416
TU1327	53	49	73	41	26	62	57	37
TU1328	782	763	638	620	852	571	779	740
TU1329	55	32	47	28	33	22	36	32
TU133	21	40	28	33	33	14	29	15
TU1330	3692	3660	2961	2948	3243	3632	3182	2745
TU1331	193	157	187	131	153	141	119	121
TU1332	299	260	270	226	332	181	156	164
TU1333	135	86	135	98	91	57	67	79
TU1334	840	574	782	771	937	418	553	551
TU1335	293	267	296	245	294	355	209	187
TU1336	196	260	175	168	169	213	128	119
TU1337	23	16	39	22	31	14	9	9
TU1338	3034	2778	2657	3444	3818	3246	5438	4749
TU1339	1	1	0	0	0	0	0	1
TU134	1747	1133	1357	1229	1804	1066	2355	1952
TU1340	8593	8220	8443	10325	10295	5627	7011	6574
TU1341	2198	1825	2594	2191	3043	1160	1528	1300
TU1342	14	10	7	10	8	3	6	6
TU1343	407	323	462	287	370	241	353	280
TU1344	1977	1620	1970	2014	2134	1302	1348	1155
TU1345	759	852	785	692	608	869	813	623
TU1346	169	123	158	134	173	97	81	74
TU1347	1367	1129	1592	1212	1559	1095	911	867
TU1348	33	36	33	25	29	26	17	25
TU1349	547	542	602	562	557	612	553	457
TU135	411	455	353	324	477	303	341	289
TU1350	784	883	954	569	638	1234	798	562
TU1351	2	6	8	5	7	10	6	3
TU1352	2180	1820	1454	1456	1661	1955	2207	1976
TU1353	435	582	601	514	539	369	359	369
TU1354	23	19	45	22	21	7	15	19
TU1355	1088	1160	1229	931	1108	965	1066	965
TU1356	40	29	44	37	39	75	35	30
TU1357	257	179	223	180	236	214	235	173
TU1358	51	56	64	38	47	58	50	54
TU1359	2221	1806	2601	3054	3383	1064	1477	1431
TU136	3337	2839	3484	3227	3667	2093	2172	1981
TU1360	187	205	179	174	188	182	138	135
TU1361	545	372	536	494	585	308	377	288
TU1362	375	276	392	360	404	263	282	264
TU1363	196	206	230	155	178	202	136	115
TU1364	1241	1156	1340	1280	1555	1001	830	797
TU1365	6	3	2	3	12	10	1	4
TU1366	219	176	246	198	245	153	144	152
TU1367	540	442	648	610	624	530	442	352
TU1368	632	463	539	323	544	354	497	564
TU1369	3137	2777	3457	2946	3629	2689	2299	2298
TU137	353	452	500	221	407	538	291	350
TU1370	411	402	663	425	453	442	371	273
TU1371	111	105	159	101	144	106	89	101
TU1372	16	14	12	10	7	11	14	25
TU1373	1300	1229	1481	1097	1355	1979	1313	1154
TU1374	208	143	256	238	243	133	145	155
TU1375	806	547	818	601	689	487	578	501
TU1376	23	21	23	35	27	8	9	16
TU1377	804	744	965	698	742	690	494	401
TU1378	263	307	422	294	327	241	220	181
TU1379	218	207	288	198	238	213	201	136
TU138	334	304	369	275	316	254	214	186
TU1380	1104	1041	759	1601	2573	533	583	715
TU1381	803	770	967	766	909	693	585	517
TU1382	945	610	921	720	886	387	555	408
TU1383	218	165	198	132	168	135	77	87
TU1384	85	54	68	56	60	58	54	54
TU1385	5	4	5	8	8	6	6	0
TU1386	25436	23980	23643	37823	36973	27446	32752	25632
TU1387	138	160	174	140	147	198	181	163
TU1388	1701	863	1595	1817	2035	690	1402	1277
TU1389	148	134	159	163	148	108	74	77
TU139	963031	568607	1042719	610215	597798	752267	927545	758914
TU1390	1857	1120	1597	1149	1621	687	1067	881
TU1391	89	67	108	75	65	91	90	62
TU1392	425	415	478	427	497	410	330	285
TU1393	36	35	56	33	41	42	31	26
TU1394	1076	762	1259	1232	1472	729	670	643
TU1395	351	254	313	239	291	167	212	220
TU1396	556	769	770	553	619	629	517	434
TU1397	763	698	903	731	735	672	552	540
TU1398	587	457	562	646	709	384	518	544
TU1399	16	18	11	15	17	28	12	8
TU14	891	776	848	858	975	598	599	565
TU140	3	0	0	1	1	0	0	1
TU1400	72	65	54	55	33	49	53	44
TU1401	131	205	218	152	126	166	154	87
TU1402	31	43	40	25	38	39	40	21
TU1403	1174	1234	1417	1056	1222	929	767	592
TU1404	97	77	143	131	163	47	45	64
TU1405	2441	2674	3036	3002	3036	2252	2139	1736
TU1406	2	4	8	10	9	1	1	3
TU1407	695	742	717	466	656	704	700	446
TU1408	25	83	42	24	15	28	20	25
TU1409	1462	1529	1047	1204	1670	736	1219	1152
TU141	1779	1851	2171	2103	2614	1597	1502	1548
TU1410	7	4	10	4	12	2	4	8
TU1411	42	37	41	36	58	25	31	17
TU1412	36	38	34	22	33	32	26	18
TU1413	17	11	6	16	13	6	15	7
TU1414	66	54	45	40	32	79	59	45
TU1415	171	128	193	138	195	115	79	100
TU1416	39	32	23	33	23	27	22	15
TU1417	449	343	470	399	480	257	289	289
TU1418	12	3	6	5	13	6	5	11
TU1419	137	76	158	135	170	55	97	97
TU142	323	398	442	385	527	225	223	229
TU1420	385	333	423	362	422	294	381	308
TU1421	42	48	44	30	66	55	45	39
TU1422	50	32	32	33	42	16	22	15
TU1423	28	13	17	18	30	11	18	14
TU1424	5	6	8	9	6	1	0	3
TU1425	250	204	228	207	221	162	176	155
TU1426	1160	1095	1303	1096	1282	909	686	732
TU1427	940	782	1579	1439	1350	958	574	593
TU1428	270	210	255	224	243	201	235	184
TU1429	764	520	762	616	729	424	356	494
TU143	137	170	233	197	283	190	121	101
TU1430	818	556	998	673	831	628	312	426
TU1431	309	352	421	321	313	323	215	212
TU1432	13	8	6	9	9	1	2	4
TU1433	0	1	5	2	8	1	2	0
TU1434	16	11	15	9	8	6	7	4
TU1435	172	182	256	193	206	220	117	153
TU1436	4528	4362	4638	5125	4567	2231	3286	3005
TU1437	5060	4743	5201	4388	5348	3579	4367	3351
TU1438	2474	1989	3033	3303	3739	2012	1564	1473
TU1439	95	104	105	100	107	120	95	58
TU144	2843	2964	2402	1510	1600	2840	2754	2425
TU1440	14	8	12	5	19	15	6	3
TU1441	76	130	88	47	65	118	70	61
TU1442	766	836	961	599	725	1222	608	574
TU1443	93	83	102	107	120	70	63	87
TU1444	166	108	140	79	129	58	127	78
TU1445	770	637	587	741	1042	470	657	800
TU1446	531	399	409	909	1139	444	320	536
TU1447	41	25	70	32	60	43	28	31
TU1448	1374	1148	1631	1247	1557	1318	982	1157
TU1449	1211	1083	1413	1090	1515	759	815	1072
TU145	1443	1443	1496	1541	1656	989	1536	1203
TU1450	225	251	265	296	316	202	187	156
TU1451	2653	2233	3344	3309	4215	1193	1355	1447
TU1452	68	53	64	82	64	26	44	56
TU1453	20	23	38	29	28	17	42	27
TU1454	573	604	502	802	829	536	688	746
TU1455	1957	1704	2406	1884	2132	1700	1690	1448
TU1456	82	50	75	69	76	72	67	43
TU1457	436	333	379	323	342	295	403	319
TU1458	107	62	92	88	98	72	73	79
TU1459	639	560	664	577	633	466	518	429
TU146	21135	17050	22032	22238	25891	18234	26426	22906
TU1460	2062	2342	2359	1591	1882	3113	2630	1899
TU1461	27	33	56	16	26	26	20	19
TU1462	2423	1548	2596	2049	2485	1258	1571	1558
TU1463	15579	18465	18098	16627	17746	19617	15208	12351
TU1464	34	39	46	42	19	50	42	16
TU1465	2344	1545	2252	1612	2000	1247	2187	1763
TU1466	58	72	103	73	88	86	60	43
TU1467	620	647	848	711	794	532	636	534
TU1468	17	23	40	13	25	44	18	21
TU1469	2254	2007	2496	1872	2308	1691	1929	1390
TU147	538	471	576	418	557	317	392	354
TU1470	130	84	91	71	85	66	72	67
TU1471	13319	7641	9060	11856	15221	3804	8301	9838
TU1472	49705	62797	42494	47578	51566	44192	42360	35632
TU1473	4330	3282	4168	4320	5585	2904	2966	2955
TU1474	36	23	40	43	43	24	21	14
TU1475	140	177	202	127	139	210	98	83
TU1476	366	393	489	432	411	520	296	267
TU1477	463	266	630	766	640	202	251	274
TU1478	510	497	600	429	471	822	698	571
TU1479	572	583	676	607	625	460	412	345
TU148	818	777	855	711	810	709	562	517
TU1480	1632	1237	1845	1520	1836	1191	1433	1259
TU1481	136	95	134	105	147	98	189	137
TU1482	578	519	625	547	641	469	457	410
TU1483	5	7	3	2	6	17	3	1
TU1484	176	230	243	116	123	365	187	145
TU1485	537	674	532	457	590	643	491	354
TU1486	48	27	33	35	23	36	20	24
TU1487	23	15	30	25	27	13	18	18
TU1488	2314	2143	2360	1632	2097	2777	3161	2421
TU1489	10	8	15	9	10	6	8	12
TU149	1754	1796	1761	1359	1552	2297	1396	1098
TU1490	631	595	627	600	656	538	549	420
TU1491	314	286	358	258	291	420	308	238
TU1492	35	29	42	43	37	21	15	33
TU1493	25	18	16	11	8	5	9	9
TU1494	166	160	162	140	151	87	119	127
TU1495	14	8	15	11	13	3	13	7
TU1496	253	226	216	252	291	170	189	165
TU1497	1421	1159	1537	1513	1722	846	1042	896
TU1498	0	1	2	1	1	0	1	1
TU1499	11	7	5	9	16	1	7	3
TU15	64	51	92	52	76	47	28	21
TU150	38	21	26	30	54	20	10	19
TU1500	76	50	58	55	67	64	42	45
TU1501	35	12	45	24	40	17	19	21
TU1502	480	340	466	478	467	312	365	349
TU1503	1245	935	1419	1251	1554	787	797	787
TU1504	169	190	236	147	128	152	105	103
TU1505	607	711	763	567	762	716	454	417
TU1506	2479	2226	2828	2776	3135	2212	2221	1802
TU1507	93	55	91	61	40	27	53	35
TU1508	2496	2171	2582	2370	2835	2429	1912	1668
TU1509	257	208	264	235	341	148	171	190
TU151	33	40	55	45	48	73	58	43
TU1510	41	40	46	47	41	31	39	51
TU1511	22	8	21	15	13	8	10	8
TU1512	9	12	13	2	17	17	8	4
TU1513	1078	733	1033	993	1251	574	651	677
TU1514	62	56	76	31	50	78	94	57
TU1515	18	12	9	11	17	16	15	8
TU1516	66	62	67	37	62	60	53	39
TU1517	163	91	107	149	205	67	125	85
TU1518	26	20	20	35	26	20	19	9
TU1519	12	6	6	15	12	1	9	10
TU152	3160	2287	4246	3398	4314	2079	2171	2086
TU1520	137	109	114	132	159	113	86	100
TU1521	3254	2686	3555	2452	2546	2745	2423	1807
TU1522	36	20	38	27	35	28	14	15
TU1523	60	33	55	38	47	30	23	34
TU1524	745	767	922	737	807	811	634	530
TU1525	164	93	131	169	231	88	114	108
TU1526	605	625	729	839	1050	575	513	533
TU1527	132	94	166	130	164	106	133	146
TU1528	174	166	166	109	142	232	166	96
TU1529	300	255	375	272	365	245	248	183
TU153	53	26	21	21	44	29	22	21
TU1530	46	33	23	31	30	22	48	40
TU1531	130	103	148	98	119	109	134	76
TU1532	222	152	226	204	196	223	192	165
TU1533	185	120	223	155	190	147	174	101
TU1534	690	774	1028	655	841	1022	707	593
TU1535	148	103	111	110	132	100	71	79
TU1536	533	353	653	429	636	268	334	271
TU1537	28	42	45	21	30	37	27	38
TU1538	1317	1367	1424	1145	1250	1291	1200	1088
TU1539	255	219	275	175	194	278	223	195
TU154	75	57	77	55	84	66	57	55
TU1540	370	450	223	205	253	220	392	347
TU1541	590	392	579	452	446	438	325	323
TU1542	603	680	696	595	541	708	480	429
TU1543	1295	960	1437	1266	1380	962	793	801
TU1544	292	259	350	214	245	270	241	188
TU1545	308	196	277	209	257	186	210	151
TU1546	6489	5852	7393	6735	8181	6175	7271	5594
TU1547	482	488	500	430	454	449	378	346
TU1548	1366	1073	1178	863	1077	676	823	656
TU1549	395	296	461	376	599	157	224	211
TU155	15	9	22	10	17	17	12	13
TU1550	255	258	380	130	186	230	189	145
TU1551	0	0	0	0	0	0	0	0
TU1552	73	66	78	91	142	71	82	74
TU1553	175	116	162	100	190	95	131	116
